"address","borough","date","status","resolution","zip_code","latitude","longitude","closed_date"
"420 KENT AVENUE","BROOKLYN",2021-09-16,"Open","Graffiti Reported","11249","40.709915","-73.968525",NA
"232-01 MERRICK BOULEVARD","QUEENS",2021-09-16,"Open","Graffiti Reported","11413","40.675179","-73.737659",NA
"25-15 50 STREET","QUEENS",2021-09-16,"Open","Site downloaded for cleaning","11377","40.763868","-73.903980",NA
"150-27 HORACE HARDING EXPRESSWAY","QUEENS",2021-09-16,"Open","Graffiti Reported","11367","40.740480","-73.819095",NA
"8161 NEW UTRECHT AVENUE","BROOKLYN",2021-09-16,"Open","Site downloaded for cleaning","11214","40.609987","-74.001603",NA
"47A DELANCEY STREET","MANHATTAN",2021-09-15,"Open","Graffiti Reported","10002","40.719597","-73.991681",NA
"194 LENOX AVENUE","MANHATTAN",2021-09-15,"Open","Graffiti Reported","10026","40.804384","-73.947950",NA
"323 CHURCH STREET","MANHATTAN",2021-09-15,"Open","Site downloaded for cleaning","10013","40.720160","-74.003813",NA
"1870 MORRIS AVENUE","BRONX",2021-09-15,"Open","Site downloaded for cleaning","10453","40.848602","-73.908376",NA
"33 LEONARD STREET","MANHATTAN",2021-09-15,"Open","Graffiti Reported","10013","40.718414","-74.007348",NA
"2254 86 STREET","BROOKLYN",2021-09-15,"Open","Site downloaded for cleaning","11214","40.601096","-73.992452",NA
"133-02 ROCKAWAY BOULEVARD","QUEENS",2021-09-30,"Open","Site downloaded for cleaning","11420","40.674690","-73.805257",NA
"102-06 ROOSEVELT AVENUE","QUEENS",2021-09-30,"Open","Graffiti Reported","11368","40.749742","-73.863903",NA
"3520 OLINVILLE AVENUE","BRONX",2021-09-30,"Open","Site downloaded for cleaning","10467","40.878647","-73.867815",NA
"4902 CHURCH AVENUE","BROOKLYN",2021-09-30,"Open","Site downloaded for cleaning","11203","40.651690","-73.931224",NA
"4502 CHURCH AVENUE","BROOKLYN",2021-09-30,"Open","Site downloaded for cleaning","11203","40.651514","-73.935048",NA
"601 6 AVENUE","BROOKLYN",2021-09-30,"Open","Graffiti Reported","11215","40.663156","-73.987997",NA
"37-66 JUNCTION BOULEVARD","QUEENS",2021-09-30,"Open","Site downloaded for cleaning","11368","40.750339","-73.870131",NA
"202 CLARKSON AVENUE","BROOKLYN",2021-09-30,"Open","Graffiti Reported","11226","40.655206","-73.953555",NA
"226 VARICK STREET","MANHATTAN",2021-09-30,"Open","Site downloaded for cleaning","10014","40.729118","-74.005228",NA
"765 UTICA AVENUE","BROOKLYN",2021-09-30,"Open","Graffiti Reported","11203","40.654572","-73.930677",NA
"38-08 JUNCTION BOULEVARD","QUEENS",2021-09-30,"Open","Graffiti Reported","11368","40.749540","-73.869656",NA
"38-06 JUNCTION BOULEVARD","QUEENS",2021-09-30,"Open","Site downloaded for cleaning","11368","40.749540","-73.869656",NA
"1034 WINTHROP STREET","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.660546","-73.925315",NA
"2936 AVENUE R","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11229","40.607428","-73.942823",NA
"9601 CHURCH AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.655945","-73.915560",NA
"110-18 CORONA AVENUE","QUEENS",2021-09-29,"Open","Site downloaded for cleaning","11368","40.741260","-73.852004",NA
"50-19 97 PLACE","QUEENS",2021-09-29,"Open","Site downloaded for cleaning","11368","40.741973","-73.865016",NA
"102-01 STRONG AVENUE","QUEENS",2021-09-29,"Open","Site downloaded for cleaning","11368","40.741433","-73.859178",NA
"128-04 ROCKAWAY BOULEVARD","QUEENS",2021-09-29,"Open","Graffiti Reported","11420","40.675084","-73.809596",NA
"56 AVENUE B","MANHATTAN",2021-09-29,"Open","Site downloaded for cleaning","10009","40.723375","-73.982466",NA
"1426 ST PETERS AVENUE","BRONX",2021-09-29,"Open","Site downloaded for cleaning","10461","40.838881","-73.845076",NA
"250 EAST   96 STREET","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.660895","-73.921256",NA
"1114 RUTLAND ROAD","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.664827","-73.923054",NA
"1914 AVENUE P","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11229","40.610870","-73.954256",NA
"2715 AVENUE U","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11229","40.600147","-73.944511",NA
"50-18 97 PLACE","QUEENS",2021-09-29,"Open","Site downloaded for cleaning","11368","40.741967","-73.865034",NA
"405 CENTRAL PARK WEST","MANHATTAN",2021-09-29,"Open","Site downloaded for cleaning","10025","40.794440","-73.962682",NA
"9617 CHURCH AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.655843","-73.915250",NA
"93 ROCKAWAY PARKWAY","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.663971","-73.923282",NA
"2319 AVENUE U","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11229","40.599737","-73.948264",NA
"58 EAST KINGSBRIDGE ROAD","BRONX",2021-09-29,"Open","Site downloaded for cleaning","10468","40.866862","-73.895986",NA
"2974 NOSTRAND AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.611730","-73.944012",NA
"494 ROCKAWAY PARKWAY","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.656428","-73.914911",NA
"991 RUTLAND ROAD","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.662504","-73.926664",NA
"1011 EAST   94 STREET","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11236","40.645022","-73.906281",NA
"280 EAST   92 STREET","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.658437","-73.923713",NA
"1111 RUTLAND ROAD","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.664805","-73.923119",NA
"504 EAST   95 STREET","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.655482","-73.916736",NA
"520 EAST   12 STREET","MANHATTAN",2021-09-29,"Open","Graffiti Reported","10009","40.728793","-73.980650",NA
"2222 AVENUE U","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11229","40.599620","-73.949164",NA
"121 EAST    3 STREET","MANHATTAN",2021-09-29,"Open","Site downloaded for cleaning","10009","40.724117","-73.986381",NA
"2317 AVENUE U","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11229","40.599735","-73.948275",NA
"53-13 97 PLACE","QUEENS",2021-09-29,"Open","Graffiti Reported","11368","40.740221","-73.864297",NA
"4176 BEDFORD AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.600354","-73.946729",NA
"1024 MONTGOMERY STREET","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11213","40.664272","-73.930595",NA
"9502 CHURCH AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.655221","-73.916181",NA
"1000 RUTLAND ROAD","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.662609","-73.926470",NA
"51-29 103 STREET","QUEENS",2021-09-29,"Open","Site downloaded for cleaning","11368","40.741904","-73.858267",NA
"2121 COYLE STREET","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.600215","-73.937003",NA
"1723 AVENUE U","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.599078","-73.954220",NA
"73 ROCKAWAY PARKWAY","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.664699","-73.924092",NA
"1113 RUTLAND ROAD","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.664838","-73.923068",NA
"377 EAST   98 STREET","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.659075","-73.916302",NA
"3043 AVENUE V","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.598823","-73.936788",NA
"9603 CHURCH AVENUE","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.655791","-73.915330",NA
"1001 CLARKSON AVENUE","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.658114","-73.924766",NA
"53-40 97 PLACE","QUEENS",2021-09-29,"Open","Site downloaded for cleaning","11368","40.740185","-73.864308",NA
"1116 AVENUE U","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11223","40.598331","-73.960919",NA
"1011 RUTLAND ROAD","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.662910","-73.926037",NA
"319 EAST   98 STREET","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.660237","-73.917613",NA
"2117 AVENUE Z","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11235","40.588665","-73.948067",NA
"1017 EAST NEW YORK AVENUE","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.664381","-73.929009",NA
"2701 AVENUE Z","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11235","40.589271","-73.942544",NA
"1056 RUTLAND ROAD","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.663640","-73.924879",NA
"369 REMSEN AVENUE","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.656401","-73.923972",NA
"1323 CASTLE HILL AVENUE","BRONX",2021-09-29,"Open","Graffiti Reported","10462","40.835083","-73.851944",NA
"2575 BROADWAY","MANHATTAN",2021-09-29,"Open","Graffiti Reported","10025","40.795170","-73.971414",NA
"9501 CHURCH AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.655224","-73.916206",NA
"996 RUTLAND ROAD","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.662551","-73.926560",NA
"2601 AVENUE U","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.600035","-73.945530",NA
"3213 CHURCH AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11226","40.650919","-73.947424",NA
"3046 AVENUE X","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11235","40.594335","-73.935820",NA
"2911 AVENUE U","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.600377","-73.942451",NA
"1106 CLARKSON AVENUE","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.660190","-73.921524",NA
"489 RALPH AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11233","40.672512","-73.922230",NA
"34-04 34 AVENUE","QUEENS",2021-09-29,"Open","Site downloaded for cleaning","11106","40.758477","-73.924718",NA
"1026 WINTHROP STREET","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.660429","-73.925495",NA
"2102 AVENUE U","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.599505","-73.950219",NA
"2809 NOSTRAND AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.615623","-73.944733",NA
"116-51 128 STREET","QUEENS",2021-09-29,"Open","Site downloaded for cleaning","11420","40.676625","-73.810403",NA
"1400 CASTLEHILL AVENUE","BRONX",2021-09-29,"Open","Site downloaded for cleaning","10462","40.835736","-73.852079",NA
"108-58 49 AVENUE","QUEENS",2021-09-29,"Open","Site downloaded for cleaning","11368","40.745761","-73.854289",NA
"106-09 50 AVENUE","QUEENS",2021-09-29,"Open","Graffiti Reported","11368","40.744189","-73.857025",NA
"1036 WINTHROP STREET","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.660577","-73.925268",NA
"10406 FLATLANDS AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11236","40.647137","-73.895269",NA
"50-24 98 STREET","QUEENS",2021-09-29,"Open","Graffiti Reported","11368","40.742175","-73.864135",NA
"9716 CHURCH AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.656359","-73.914421",NA
"1010 RUTLAND ROAD","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.662757","-73.926242",NA
"2502 CLARENDON ROAD","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11226","40.642948","-73.953401",NA
"9323 CHURCH AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.654538","-73.917263",NA
"2106 EAST   23 STREET","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.599312","-73.948459",NA
"1043 RUTLAND ROAD","BROOKLYN",2021-09-29,"Open","Graffiti Reported","11212","40.663492","-73.925135",NA
"1900 AVENUE U","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.599262","-73.952427",NA
"1121 AVENUE U","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11223","40.598351","-73.960894",NA
"2835 NOSTRAND AVENUE","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11229","40.615282","-73.944661",NA
"365 EAST   98 STREET","BROOKLYN",2021-09-29,"Open","Site downloaded for cleaning","11212","40.659261","-73.916515",NA
"114-08 ROCKAWAY BOULEVARD","QUEENS",2021-09-29,"Open","Graffiti Reported","11420","40.676935","-73.824142",NA
"58-17 37 AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11377","40.750109","-73.904097",NA
"47-03 108 STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.746489","-73.856569",NA
"41-11 NATIONAL STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.748473","-73.863183",NA
"71-15 51 AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11377","40.735780","-73.893004",NA
"40-09 JUNCTION BOULEVARD","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.748828","-73.869217",NA
"70-20 51 AVENUE","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11377","40.735594","-73.893924",NA
"1202 TABOR COURT","BROOKLYN",2021-09-28,"Open","Site downloaded for cleaning","11219","40.628539","-74.001859",NA
"97-37 42 AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.746849","-73.866503",NA
"39-22 103 STREET","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11368","40.750421","-73.862992",NA
"40-15 JUNCTION BOULEVARD","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11368","40.748647","-73.869098",NA
"43-03 NATIONAL STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.746766","-73.863754",NA
"42-05 97 PLACE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.746649","-73.866688",NA
"48-20 70 STREET","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11377","40.738106","-73.894126",NA
"39-24 108 STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.751265","-73.859056",NA
"96-20 ROOSEVELT AVENUE","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11368","40.749180","-73.869141",NA
"70-21 51 AVENUE","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11377","40.735610","-73.893932",NA
"75-02 51 AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11373","40.736566","-73.888557",NA
"3600 NOSTRAND AVENUE","BROOKLYN",2021-09-28,"Open","Site downloaded for cleaning","11229","40.596319","-73.941108",NA
"41-01 NATIONAL STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.748511","-73.863169",NA
"3773 NOSTRAND AVENUE","BROOKLYN",2021-09-28,"Open","Site downloaded for cleaning","11235","40.592056","-73.940262",NA
"40-35 JUNCTION BOULEVARD","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.748178","-73.868807",NA
"1218 62 STREET","BROOKLYN",2021-09-28,"Open","Graffiti Reported","11219","40.628657","-74.001326",NA
"41-12 103 STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.748601","-73.862840",NA
"108-02 43 AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.748814","-73.857271",NA
"104-45 41 AVENUE","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11368","40.749296","-73.860861",NA
"41-02 108 STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.749908","-73.858355",NA
"1501 8 AVENUE","BROOKLYN",2021-09-28,"Open","Site downloaded for cleaning","11215","40.662046","-73.982295",NA
"41-19 NATIONAL STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.748445","-73.863191",NA
"104-49 ROOSEVELT AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.750319","-73.860148",NA
"112-49 ROOSEVELT AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.752074","-73.854207",NA
"1421 NOSTRAND AVENUE","BROOKLYN",2021-09-28,"Open","Site downloaded for cleaning","11226","40.651565","-73.949644",NA
"103-03 ROOSEVELT AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.749894","-73.862567",NA
"101-22 45 AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.746033","-73.863510",NA
"43-06 NATIONAL STREET","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11368","40.746747","-73.863786",NA
"41-02 102 STREET","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11368","40.748418","-73.863519",NA
"41-23 NATIONAL STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.748429","-73.863198",NA
"42-07 NATIONAL STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.747397","-73.863525",NA
"3566 NOSTRAND AVENUE","BROOKLYN",2021-09-28,"Open","Site downloaded for cleaning","11229","40.597085","-73.941255",NA
"111-29 ROOSEVELT AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.751719","-73.855392",NA
"43-16 NATIONAL STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.746690","-73.863811",NA
"43-08 NATIONAL STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.746736","-73.863790",NA
"40-28 NATIONAL STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.749044","-73.863013",NA
"58-20 BROADWAY","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11377","40.751733","-73.903337",NA
"41-40 JUNCTION BOULEVARD","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11368","40.746794","-73.868391",NA
"41-21 JUNCTION BOULEVARD","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.746824","-73.868377",NA
"41-12 NATIONAL STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.747979","-73.863365",NA
"3570 NOSTRAND AVENUE","BROOKLYN",2021-09-28,"Open","Site downloaded for cleaning","11229","40.596989","-73.941237",NA
"4711 8 AVENUE","BROOKLYN",2021-09-28,"Open","Graffiti Reported","11220","40.642669","-74.002083",NA
"43-02 108 STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.748587","-73.857672",NA
"40-51 JUNCTION BOULEVARD","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.747864","-73.868656",NA
"46-11 108 STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.747123","-73.856896",NA
"40-53 99 STREET","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.748635","-73.866063",NA
"8403 7 AVENUE","BROOKLYN",2021-09-28,"Open","Graffiti Reported","11228","40.619869","-74.020633",NA
"104-78 ROOSEVELT AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.750483","-73.859534",NA
"69-15 51 AVENUE","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11377","40.735332","-73.895498",NA
"41-01 99 STREET","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11368","40.747773","-73.865563",NA
"97-03 43 AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.746176","-73.866191",NA
"97-01 ROOSEVELT AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.749289","-73.868318",NA
"40-45 JUNCTION BOULEVARD","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.747983","-73.868714",NA
"73 RALPH AVENUE","BROOKLYN",2021-09-28,"Open","Site downloaded for cleaning","11221","40.687702","-73.923658",NA
"40-30 NATIONAL STREET","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11368","40.749008","-73.863024",NA
"43-02 NATIONAL STREET","QUEENS",2021-09-28,"Open","Site downloaded for cleaning","11368","40.746772","-73.863775",NA
"111-11 ROOSEVELT AVENUE","QUEENS",2021-09-28,"Open","Graffiti Reported","11368","40.751669","-73.855558",NA
"827 MADISON STREET","BROOKLYN",2021-09-28,"Open","Graffiti Reported","11221","40.687910","-73.922894",NA
